SA2_CODE21,SA2_NAME21,CHG_FLAG21,CHG_LBL21,SA3_CODE21,SA3_NAME21,SA4_CODE21,SA4_NAME21,GCC_CODE21,GCC_NAME21,STE_CODE21,STE_NAME21,AUS_CODE21,AUS_NAME21,AREASQKM21,LOCI_URI21,TrafficCount
"101021611",Queanbeyan Surrounds,"1",New,"10102",Queanbeyan,"101",Capital Region,1RNSW,Rest of NSW,"1",New South Wales,AUS,Australia,3047.705699999999979,http://linked.data.gov.au/dataset/asgsed3/SA2/101021611,2
"101031013",Bombala,"0",No change,"10103",Snowy Mountains,"101",Capital Region,1RNSW,Rest of NSW,"1",New South Wales,AUS,Australia,3990.143999999999778,http://linked.data.gov.au/dataset/asgsed3/SA2/101031013,1
"101031014",Cooma,"0",No change,"10103",Snowy Mountains,"101",Capital Region,1RNSW,Rest of NSW,"1",New South Wales,AUS,Australia,103.637100000000004,http://linked.data.gov.au/dataset/asgsed3/SA2/101031014,2
"101031015",Cooma Surrounds,"3",Name change,"10103",Snowy Mountains,"101",Capital Region,1RNSW,Rest of NSW,"1",New South Wales,AUS,Australia,6251.015800000000127,http://linked.data.gov.au/dataset/asgsed3/SA2/101031015,4
"101041017",Batemans Bay,"0",No change,"10104",South Coast,"101",Capital Region,1RNSW,Rest of NSW,"1",New South Wales,AUS,Australia,63.707299999999996,http://linked.data.gov.au/dataset/asgsed3/SA2/101041017,1
"101041020",Bega-Eden Hinterland,"0",No change,"10104",South Coast,"101",Capital Region,1RNSW,Rest of NSW,"1",New South Wales,AUS,Australia,4709.826500000000124,http://linked.data.gov.au/dataset/asgsed3/SA2/101041020,2
"101041024",Eurobodalla Hinterland,"0",No change,"10104",South Coast,"101",Capital Region,1RNSW,Rest of NSW,"1",New South Wales,AUS,Australia,1460.011799999999994,http://linked.data.gov.au/dataset/asgsed3/SA2/101041024,1
"101041025",Merimbula - Tura Beach,"0",No change,"10104",South Coast,"101",Capital Region,1RNSW,Rest of NSW,"1",New South Wales,AUS,Australia,97.339500000000001,http://linked.data.gov.au/dataset/asgsed3/SA2/101041025,1
"101051540",Goulburn Surrounds,"3",Name change,"10105",Goulburn - Mulwaree,"101",Capital Region,1RNSW,Rest of NSW,"1",New South Wales,AUS,Australia,9035.122199999999793,http://linked.data.gov.au/dataset/asgsed3/SA2/101051540,16
"101061541",Yass,"0",No change,"10106",Young - Yass,"101",Capital Region,1RNSW,Rest of NSW,"1",New South Wales,AUS,Australia,99.734099999999998,http://linked.data.gov.au/dataset/asgsed3/SA2/101061541,1
"101061542",Yass Surrounds,"3",Name change,"10106",Young - Yass,"101",Capital Region,1RNSW,Rest of NSW,"1",New South Wales,AUS,Australia,5680.569599999999809,http://linked.data.gov.au/dataset/asgsed3/SA2/101061542,2
"102011030",Calga - Kulnura,"0",No change,"10201",Gosford,"102",Central Coast,1GSYD,Greater Sydney,"1",New South Wales,AUS,Australia,767.951199999999972,http://linked.data.gov.au/dataset/asgsed3/SA2/102011030,6
"102011043",Wyoming,"0",No change,"10201",Gosford,"102",Central Coast,1GSYD,Greater Sydney,"1",New South Wales,AUS,Australia,8.381000000000000,http://linked.data.gov.au/dataset/asgsed3/SA2/102011043,1
"102021045",Blue Haven - San Remo,"0",No change,"10202",Wyong,"102",Central Coast,1GSYD,Greater Sydney,"1",New South Wales,AUS,Australia,20.979500000000002,http://linked.data.gov.au/dataset/asgsed3/SA2/102021045,2
"102021053",The Entrance,"0",No change,"10202",Wyong,"102",Central Coast,1GSYD,Greater Sydney,"1",New South Wales,AUS,Australia,13.857600000000000,http://linked.data.gov.au/dataset/asgsed3/SA2/102021053,1
"102021057",Wyong,"0",No change,"10202",Wyong,"102",Central Coast,1GSYD,Greater Sydney,"1",New South Wales,AUS,Australia,15.033400000000000,http://linked.data.gov.au/dataset/asgsed3/SA2/102021057,1
"103011059",Bathurst - East,"0",No change,"10301",Bathurst,"103",Central West,1RNSW,Rest of NSW,"1",New South Wales,AUS,Australia,94.034199999999998,http://linked.data.gov.au/dataset/asgsed3/SA2/103011059,1
"103021065",Forbes,"0",No change,"10302",Lachlan Valley,"103",Central West,1RNSW,Rest of NSW,"1",New South Wales,AUS,Australia,4598.043800000000374,http://linked.data.gov.au/dataset/asgsed3/SA2/103021065,2
"103021066",Grenfell,"0",No change,"10302",Lachlan Valley,"103",Central West,1RNSW,Rest of NSW,"1",New South Wales,AUS,Australia,3294.076599999999871,http://linked.data.gov.au/dataset/asgsed3/SA2/103021066,2
"103021069",West Wyalong,"0",No change,"10302",Lachlan Valley,"103",Central West,1RNSW,Rest of NSW,"1",New South Wales,AUS,Australia,8317.472999999999956,http://linked.data.gov.au/dataset/asgsed3/SA2/103021069,2
