SA2_CODE21,SA2_NAME21,CHG_FLAG21,CHG_LBL21,SA3_CODE21,SA3_NAME21,SA4_CODE21,SA4_NAME21,GCC_CODE21,GCC_NAME21,STE_CODE21,STE_NAME21,AUS_CODE21,AUS_NAME21,AREASQKM21,LOCI_URI21,TrafficCount
"101031013",Bombala,"0",No change,"10103",Snowy Mountains,"101",Capital Region,1RNSW,Rest of NSW,"1",New South Wales,AUS,Australia,3990.143999999999778,http://linked.data.gov.au/dataset/asgsed3/SA2/101031013,10952
"101031014",Cooma,"0",No change,"10103",Snowy Mountains,"101",Capital Region,1RNSW,Rest of NSW,"1",New South Wales,AUS,Australia,103.637100000000004,http://linked.data.gov.au/dataset/asgsed3/SA2/101031014,156012
"101031015",Cooma Surrounds,"3",Name change,"10103",Snowy Mountains,"101",Capital Region,1RNSW,Rest of NSW,"1",New South Wales,AUS,Australia,6251.015800000000127,http://linked.data.gov.au/dataset/asgsed3/SA2/101031015,161076
"101041025",Merimbula - Tura Beach,"0",No change,"10104",South Coast,"101",Capital Region,1RNSW,Rest of NSW,"1",New South Wales,AUS,Australia,97.339500000000001,http://linked.data.gov.au/dataset/asgsed3/SA2/101041025,17494
"101051540",Goulburn Surrounds,"3",Name change,"10105",Goulburn - Mulwaree,"101",Capital Region,1RNSW,Rest of NSW,"1",New South Wales,AUS,Australia,9035.122199999999793,http://linked.data.gov.au/dataset/asgsed3/SA2/101051540,1206683
"101061542",Yass Surrounds,"3",Name change,"10106",Young - Yass,"101",Capital Region,1RNSW,Rest of NSW,"1",New South Wales,AUS,Australia,5680.569599999999809,http://linked.data.gov.au/dataset/asgsed3/SA2/101061542,559362
"102011030",Calga - Kulnura,"0",No change,"10201",Gosford,"102",Central Coast,1GSYD,Greater Sydney,"1",New South Wales,AUS,Australia,767.951199999999972,http://linked.data.gov.au/dataset/asgsed3/SA2/102011030,3227658
"103011059",Bathurst - East,"0",No change,"10301",Bathurst,"103",Central West,1RNSW,Rest of NSW,"1",New South Wales,AUS,Australia,94.034199999999998,http://linked.data.gov.au/dataset/asgsed3/SA2/103011059,187704
"103021065",Forbes,"0",No change,"10302",Lachlan Valley,"103",Central West,1RNSW,Rest of NSW,"1",New South Wales,AUS,Australia,4598.043800000000374,http://linked.data.gov.au/dataset/asgsed3/SA2/103021065,101240
"103021066",Grenfell,"0",No change,"10302",Lachlan Valley,"103",Central West,1RNSW,Rest of NSW,"1",New South Wales,AUS,Australia,3294.076599999999871,http://linked.data.gov.au/dataset/asgsed3/SA2/103021066,76928
