SA2 code,SA2 name,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021
109011176,Lavington,14498,14491,14438,14454,14445,14469,14454,14431,14392,14377,14377,14369,14400,14490,14614,14725,14909,14997,15082,15208,15262
109021177,Hay,3620,3616,3582,3538,3512,3483,3394,3292,3209,3153,3085,3064,3049,3036,3023,3012,3001,3000,2974,2970,2967
109021178,Wentworth - Buronga,6179,6115,6053,6005,5990,6005,6014,6019,6008,5996,5973,5984,6004,6034,6049,6087,6110,6142,6164,6201,6244
109021179,Wentworth-Balranald Region,4321,4244,4171,4073,4010,3949,3871,3851,3813,3809,3766,3744,3731,3726,3708,3684,3674,3674,3655,3609,3572
109031180,Corowa,5589,5638,5684,5735,5824,5929,5900,5856,5830,5803,5755,5726,5699,5658,5597,5539,5513,5481,5427,5441,5397
109031181,Corowa Region,6318,6302,6314,6291,6297,6396,6402,6443,6567,6649,6716,6738,6760,6788,6817,6845,6903,6954,6985,7129,7291
109031182,Deniliquin,8266,8159,8029,7863,7723,7586,7541,7452,7446,7366,7303,7352,7411,7470,7549,7556,7530,7575,7624,7608,7666
109031183,Deniliquin Region,8216,8087,7934,7802,7676,7570,7387,7249,7167,7089,7001,6965,6930,6898,6866,6838,6795,6769,6735,6739,6756
109031184,Moama,3996,4128,4247,4331,4433,4630,4933,5097,5200,5263,5292,5460,5597,5729,5849,5960,6129,6300,6414,6652,6909
109031185,Tocumwal - Finley - Jerilderie,9647,9601,9511,9459,9483,9565,9604,9609,9617,9600,9567,9622,9688,9790,9851,9902,9979,10027,10066,10065,10079
110011186,Armidale,22969,22869,22634,22467,22374,22380,22499,22904,23166,23349,23471,23631,23756,23856,23979,24114,24369,24482,24579,24458,24194
110011187,Armidale Region - North,4282,4279,4267,4257,4265,4278,4295,4323,4366,4397,4421,4464,4503,4531,4543,4558,4579,4551,4572,4573,4563
110011188,Armidale Region - South,6038,6006,5960,5931,5932,5951,5957,6008,6129,6189,6211,6199,6185,6179,6153,6120,6116,6081,6076,6045,6015
110011189,Walcha,3454,3440,3430,3396,3412,3426,3388,3347,3331,3328,3294,3294,3296,3293,3268,3268,3257,3228,3232,3197,3189
110021190,Glen Innes,8818,8848,8870,8876,8907,8987,8919,8907,8926,8939,8911,8905,8909,8919,8926,8934,8923,8900,8869,8874,8816
110021191,Inverell,11006,11085,11087,11074,11143,11227,11348,11423,11569,11664,11768,11787,11818,11848,11870,11900,11899,11881,11868,11865,11797
110021192,Inverell Region - East,5221,5211,5158,5101,5101,5097,5197,5271,5345,5387,5428,5427,5412,5390,5365,5340,5319,5292,5275,5208,5193
110021193,Inverell Region - West,6251,6206,6161,6112,6104,6135,5988,5854,5859,5857,5762,5832,5893,5934,5998,6057,6092,6165,6198,6144,6174
110021194,Tenterfield,6842,6808,6709,6650,6630,6666,6731,6796,6882,6941,6990,6925,6834,6769,6713,6697,6660,6631,6594,6471,6502
110031195,Moree,10131,9953,9726,9468,9254,9070,8893,8827,8767,8764,8789,8742,8698,8650,8570,8509,8409,8328,8277,8176,8219
110031196,Moree Region,6614,6501,6341,6154,6002,5888,5809,5757,5772,5802,5793,5771,5749,5724,5687,5637,5618,5561,5530,5434,5313
110031197,Narrabri,7541,7491,7434,7340,7275,7259,7226,7217,7210,7204,7186,7232,7290,7313,7318,7320,7340,7348,7329,7340,7326
110031198,Narrabri Region,5721,5587,5440,5263,5127,5011,4927,4906,4942,4980,5023,5012,4998,4975,4943,4910,4890,4866,4844,4781,4686
110041199,Gunnedah,8978,8892,8779,8665,8578,8571,8632,8695,8825,8962,9080,9129,9216,9279,9322,9409,9491,9558,9617,9650,9660
110041200,Gunnedah Region,4488,4467,4433,4408,4404,4418,4453,4472,4523,4592,4668,4574,4466,4381,4323,4219,4153,4087,4024,3967,3989
110041201,Quirindi,7977,7940,7859,7797,7736,7717,7720,7717,7718,7738,7761,7785,7811,7830,7836,7846,7865,7880,7897,7847,7842
110041202,Tamworth - East,18804,18915,19049,19133,19242,19478,19680,19813,20029,20346,20568,20612,20651,20704,20742,20793,20863,20905,20951,21017,21048
110041203,Tamworth - North,13420,13422,13412,13385,13413,13495,13546,13572,13613,13797,13952,14255,14564,14879,15100,15442,15794,16129,16413,16368,16359
110041204,Tamworth - West,4788,4785,4802,4819,4839,4917,5098,5278,5389,5486,5565,5614,5649,5689,5740,5751,5761,5788,5816,5864,5923
110041205,Tamworth Region,16382,16521,16587,16625,16624,16799,16990,17183,17492,17706,17918,18025,18188,18413,18667,18823,18907,19000,19087,19034,19200
111011206,Belmont - Bennetts Green,16335,16479,16572,16580,16605,16666,16811,17032,17414,17607,17903,18002,18106,18164,18195,18223,18233,18283,18298,18238,18142
111011207,Belmont South - Blacksmiths,5639,5640,5644,5631,5622,5626,5671,5723,5769,5842,5858,5834,5833,5833,5795,5745,5731,5724,5688,5652,5616
111011208,Charlestown - Dudley,23557,23575,23575,23605,23611,23629,23712,23823,24196,24434,24598,24621,24658,24682,24690,24724,24767,24778,24810,25139,25371
111011209,Glendale - Cardiff - Hillsborough,22959,23072,23094,23044,23030,23013,23074,23257,23543,23748,23943,23947,23964,23968,23964,23987,24028,24055,24070,24112,24230
111011210,Mount Hutton - Windale,8605,8718,8738,8713,8712,8720,8744,8766,8819,8893,8984,9037,9075,9093,9092,9109,9116,9145,9171,9194,9216
111011211,Redhead,3371,3404,3419,3416,3420,3440,3441,3474,3536,3565,3596,3608,3620,3618,3614,3619,3634,3613,3592,3618,3624
111011212,Swansea - Caves Beach,11100,11077,11030,10945,10849,10793,10833,10942,11019,11036,11109,11144,11249,11421,11613,11800,11895,11986,12189,12360,12523
111011213,Valentine - Eleebana,12602,12619,12681,12727,12785,12764,12684,12621,12577,12565,12590,12530,12508,12439,12379,12340,12340,12315,12270,12268,12198
111011214,Warners Bay - Boolaroo,12704,12656,12722,12758,12782,12803,12847,12994,13097,13205,13295,13346,13442,13571,13611,13636,13661,13731,13823,14046,14366
111021215,Bolton Point - Teralba,9170,9146,9076,9053,8945,8819,8874,8947,9009,9041,9040,8964,8892,8825,8762,8722,8680,8671,8689,8853,9042
111021216,Bonnells Bay - Silverwater,7450,7646,7695,7731,7758,7781,7904,8071,8200,8208,8249,8371,8497,8623,8772,8931,9074,9230,9402,9590,9798
111021217,Edgeworth - Cameron Park,9223,9276,9454,9630,9811,9952,10341,10752,11075,11405,11767,12339,12916,13554,14006,14518,14890,15238,15559,15928,16420
111021218,Morisset - Cooranbong,12601,12944,13253,13410,13519,13548,13695,13915,14101,14248,14395,14464,14620,14865,15105,15276,15605,16050,16256,16583,17070
111021219,Toronto - Awaba,13457,13534,13553,13505,13436,13385,13427,13537,13648,13755,13848,13836,13840,13831,13801,13765,13777,13754,13795,13851,13947
111021220,Wangi Wangi - Rathmines,8899,8969,8994,9001,9035,9024,8960,8950,9041,9071,9022,9037,9057,9075,9100,9117,9121,9129,9154,9180,9209
111021221,West Wallsend - Barnsley - Killingworth,6449,6419,6387,6346,6330,6308,6296,6311,6344,6365,6358,6373,6423,6480,6547,6616,6691,6760,6826,6888,6971
111031222,Adamstown - Kotara,14374,14413,14422,14468,14578,14594,14860,15119,15336,15571,15794,15892,15953,15987,16039,16023,16029,16009,16067,16122,16105
111031223,Beresfield - Hexham,8815,8747,8688,8651,8632,8632,8629,8626,8633,8624,8646,8621,8610,8596,8568,8543,8507,8484,8488,8416,8396
111031224,Hamilton - Broadmeadow,11258,11365,11449,11485,11510,11533,11585,11796,12008,12147,12306,12300,12307,12312,12299,12295,12418,12438,12468,12499,12604
111031225,Lambton - New Lambton,16114,16074,16189,16258,16286,16310,16442,16550,16754,16966,17101,17076,17087,17058,17043,17040,17021,17021,17044,17166,17258
111031226,Maryland - Fletcher - Minmi,8681,9314,9834,10141,10420,10730,10907,11139,11253,11336,11641,12056,12487,12966,13503,13963,14485,15103,15603,16019,16391
111031227,Mayfield - Warabrook,14648,14676,14692,14790,14870,14886,14942,15045,15094,15199,15253,15271,15299,15318,15335,15357,15394,15442,15483,15506,15567
111031228,Merewether - The Junction,13169,13220,13309,13388,13391,13577,13718,13851,14059,14211,14238,14238,14239,14239,14226,14218,14248,14259,14303,14394,14430
111031229,Newcastle - Cooks Hill,8459,8628,8998,9363,9606,9625,9852,10041,10170,10232,10757,10878,10991,11101,11267,11435,11776,12066,12376,12789,13207
111031230,Newcastle Port - Kooragang,19,19,19,19,19,19,19,19,20,20,20,19,19,18,18,17,17,17,17,17,17
111031231,Shortland - Jesmond,9447,9438,9435,9464,9550,9609,9726,9952,10121,10345,10569,10803,11112,11353,11576,11895,12360,12758,13191,13640,13710
111031232,Stockton - Fullerton Cove,6145,6126,6140,6135,6137,6161,6213,6238,6253,6279,6280,6391,6597,7069,7328,7635,7960,8288,8593,8840,9189
111031233,Wallsend - Elermore Vale,18873,18823,18760,18795,18790,18795,18994,19239,19318,19618,19915,19987,20017,20058,20063,20097,20147,20193,20231,20323,20385
111031234,Waratah - North Lambton,11710,11667,11654,11674,11665,11657,11774,11977,12116,12253,12417,12422,12443,12452,12460,12477,12515,12520,12600,12552,12509
111031235,Wickham - Carrington - Tighes Hill,6361,6737,6966,7091,7246,7383,7730,7978,7978,8011,8070,8153,8224,8283,8334,8365,8396,8480,8568,8762,9099
112011236,Ballina,16711,16713,16717,16727,16626,16594,16614,16633,16693,16766,16830,16914,17062,17184,17342,17555,17752,18026,18177,18441,18601
112011237,Ballina Region,14963,15239,15451,15541,15646,15787,15864,15956,16070,16142,16205,16400,16556,16711,16906,17247,17486,17699,17893,18031,18305
112011238,Bangalow,5132,5219,5284,5322,5320,5345,5386,5479,5543,5583,5589,5661,5739,5821,5914,6006,6121,6234,6317,6456,6628
112011239,Brunswick Heads - Ocean Shores,7269,7422,7555,7702,7761,7820,7912,8001,8052,8082,8084,8181,8290,8403,8493,8602,8673,8756,8846,9003,9127
112011240,Byron Bay,9247,9254,9288,9214,9108,8958,8949,9001,9043,9120,9237,9456,9689,9852,10018,10203,10356,10504,10682,10889,10906
112011241,Evans Head,4817,4908,4933,4942,4985,5131,5177,5186,5178,5170,5147,5173,5210,5252,5281,5316,5362,5405,5450,5542,5638
112011242,Lennox Head - Skennars Head,6134,6541,6691,6793,6948,7087,7250,7333,7433,7543,7639,7708,7790,7882,7983,8088,8178,8332,8445,8648,8779
112011243,Mullumbimby,7623,7610,7690,7779,7811,7823,7800,7773,7779,7755,7627,7736,7862,8007,8193,8398,8551,8732,8897,9102,9222
112021244,Casino,11178,11205,11186,11164,11203,11452,11695,11854,11949,12082,12204,12289,12356,12412,12444,12495,12534,12543,12579,12528,12459
112021245,Casino Region,6923,6955,6941,6895,6904,6984,7017,7023,7059,7122,7093,7085,7083,7095,7079,7079,7055,7048,7027,7014,7051
112021246,Goonellabah,12199,12163,12126,12156,12295,12503,12668,12757,12896,13046,13160,13244,13301,13332,13345,13375,13379,13397,13396,13445,13535
112021247,Kyogle,7822,7782,7692,7653,7644,7637,7656,7688,7715,7759,7768,7701,7663,7603,7530,7464,7392,7309,7257,7236,7300
112021248,Lismore,16516,16423,16292,16299,16299,16287,16261,16222,16197,16162,16134,16076,16015,15897,15766,15641,15456,15296,15175,15051,14934
112021249,Lismore Region,14249,14328,14460,14530,14659,14811,14943,14992,15096,15234,15344,15356,15384,15395,15402,15415,15426,15462,15488,15542,15695
112031250,Kingscliff - Fingal Head,8525,8583,8731,8977,9282,9754,10256,10706,11046,11281,11376,11644,11933,12290,12830,13574,14058,14689,15147,15673,15944
112031251,Murwillumbah,7882,7852,7842,7891,7919,7970,8096,8178,8255,8366,8538,8667,8776,8851,8936,9088,9241,9390,9447,9481,9412
112031252,Murwillumbah Region,8963,9115,9302,9428,9516,9675,9773,9815,9867,9917,9916,9904,9902,9891,9888,9906,9906,9922,9940,10053,10189
112031253,Pottsville,9209,9440,9666,9935,10153,10348,10688,11213,11966,12319,12569,12735,12984,13186,13412,13602,13830,13999,14174,14453,14552
112031254,Tweed Heads,17013,17321,17587,17909,17959,18089,18203,18425,18700,18904,18955,19131,19326,19514,19698,19932,20140,20263,20401,20665,21227
112031550,Banora Point,13634,14130,14664,14942,15087,15143,15386,15553,15597,15656,15644,15703,15796,15865,15914,15986,16045,16058,16111,16212,16311
112031551,Terranora - North Tumblegum,2760,2827,2893,2959,2958,2961,2986,3056,3116,3182,3224,3252,3266,3280,3309,3352,3369,3375,3394,3407,3381
112031552,Tweed Heads South,5994,6443,7183,7514,7508,7591,7672,7896,7992,8097,8215,8230,8243,8262,8274,8302,8320,8322,8371,8446,8464
113011256,Griffith (NSW),17397,17472,17491,17521,17618,17763,17927,18165,18442,18604,18683,18903,19115,19309,19499,19709,19961,20225,20394,20570,20599
113011257,Griffith Region,14383,14227,13983,13792,13620,13474,13322,13253,13233,13188,13172,13174,13190,13192,13182,13185,13204,13205,13192,13159,13073
113011258,Leeton,10627,10609,10577,10535,10461,10445,10348,10277,10291,10259,10219,10255,10276,10281,10284,10307,10321,10319,10318,10235,10164
113011259,Narrandera,6966,6862,6716,6584,6491,6409,6339,6302,6329,6355,6344,6300,6259,6213,6171,6138,6118,6099,6082,6048,6033
113021260,Tumbarumba,3734,3721,3679,3645,3630,3649,3599,3558,3560,3554,3521,3514,3514,3509,3499,3491,3500,3488,3481,3488,3471
113021261,Tumut,6401,6392,6409,6284,6250,6240,6255,6266,6371,6452,6508,6498,6477,6452,6423,6399,6374,6328,6315,6267,6217
113021262,Tumut Region,4977,4934,4975,4876,4830,4822,4814,4779,4770,4781,4764,4766,4767,4768,4758,4763,4751,4733,4714,4689,4680
113031263,Cootamundra,7798,7750,7674,7638,7650,7630,7595,7591,7617,7622,7664,7672,7684,7682,7677,7677,7675,7679,7671,7560,7537
113031264,Gundagai,3668,3680,3671,3665,3673,3685,3670,3668,3678,3691,3674,3664,3652,3646,3648,3637,3625,3629,3622,3728,3695
113031265,Junee,5822,5834,5810,5804,5829,5904,5901,5933,6034,6050,6069,6100,6175,6240,6289,6363,6440,6543,6597,6594,6646
113031266,Temora,6927,6846,6735,6638,6596,6574,6542,6519,6513,6519,6528,6592,6657,6712,6780,6828,6874,6909,6955,6926,6913
113031267,Wagga Wagga - East,15302,15444,15499,15539,15622,15770,15939,16088,16256,16400,16503,16599,16708,16801,16892,17004,17070,17094,17091,17109,17021
113031268,Wagga Wagga - North,3037,3063,3067,3073,3095,3141,3259,3347,3458,3524,3601,3701,3823,4034,4262,4542,4709,4933,5168,5337,5616
113031269,Wagga Wagga - South,18257,18540,18781,19097,19564,20061,20561,21050,21327,21590,21685,21688,21705,21705,21704,21709,21724,21729,21744,21842,21896
113031270,Wagga Wagga - West,12479,12445,12433,12414,12401,12384,12395,12406,12404,12377,12348,12374,12415,12437,12501,12545,12592,12621,12663,12595,12471
113031271,Wagga Wagga Region,14339,14246,14075,13958,13883,13924,14148,14278,14360,14417,14437,14515,14592,14669,14854,15069,15218,15380,15566,15780,16273
114011272,Berry - Kangaroo Valley,8112,8087,8037,8016,7976,7991,8027,8135,8367,8487,8570,8654,8740,8807,8888,8965,9055,9115,9229,9354,9546
114011273,Callala Bay - Currarong,3250,3358,3386,3374,3368,3363,3412,3471,3580,3634,3648,3658,3672,3685,3700,3715,3725,3728,3744,3736,3722
114011274,Culburra Beach,5476,5391,5317,5257,5171,5101,5079,5026,4987,4984,4957,4974,4996,5022,5044,5069,5089,5115,5122,5175,5098
114011275,Ettrema - Sassafras - Budawang,32,32,32,32,32,31,33,35,36,37,37,40,41,45,48,52,52,52,52,52,52
114011276,Huskisson - Vincentia,3653,3693,3705,3699,3703,3719,3768,3789,3850,3919,3970,4027,4096,4163,4217,4272,4341,4527,4633,4778,4930
114011277,North Nowra - Bomaderry,15972,15968,15953,15859,15814,15726,15668,15613,15680,15776,15831,15895,15954,16016,16080,16173,16217,16195,16215,16192,16194
114011278,Nowra,14125,14500,14917,15329,15892,16176,16734,17202,17780,18293,18773,19014,19234,19660,20120,20617,20938,21180,21617,22124,22753
114011279,St Georges Basin - Erowal Bay,11287,11524,11660,11782,11984,12101,12256,12373,12545,12712,12997,13276,13533,13777,14007,14273,14484,14707,14919,15094,15283
114011280,Sussex Inlet - Berrara,4145,4212,4243,4247,4253,4287,4281,4227,4249,4271,4257,4296,4323,4348,4371,4397,4429,4472,4506,4533,4603
114011281,Tomerong - Wandandian - Woollamia,2745,2778,2900,2969,3034,3063,3135,3198,3258,3311,3403,3418,3435,3455,3483,3503,3510,3518,3536,3546,3599
114011282,Ulladulla,13792,14037,14142,14208,14344,14354,14418,14499,14548,14717,14758,14918,15041,15189,15383,15618,15854,16198,16493,16866,17199
114011283,Ulladulla Region,4238,4441,4539,4547,4573,4569,4653,4689,4742,4793,4805,4815,4860,4956,5043,5128,5224,5327,5445,5589,5750
114021284,Bowral,10983,11419,11631,11797,11917,12053,12184,12280,12437,12571,12697,12794,12915,13001,13101,13218,13324,13451,13556,13617,13636
114021285,Hill Top - Colo Vale,5404,5447,5505,5512,5516,5547,5623,5687,5782,5854,5882,5888,5928,5983,6071,6195,6282,6367,6432,6521,6634
114021286,Mittagong,8121,8096,8087,8082,8101,8107,8198,8251,8325,8400,8423,8497,8602,8738,8930,9232,9363,9538,9761,10035,10263
114021287,Moss Vale - Berrima,8991,9001,8919,8835,8722,8722,8838,8921,9032,9171,9264,9372,9511,9644,9825,10008,10260,10496,10655,10793,10921
114021288,Robertson - Fitzroy Falls,3277,3312,3341,3348,3335,3323,3380,3415,3428,3457,3496,3506,3527,3544,3574,3606,3628,3683,3715,3744,3704
114021289,Southern Highlands,5551,5633,5712,5763,5778,5732,5822,5962,6140,6269,6356,6409,6476,6552,6640,6728,6809,6873,6952,6990,7078
115011290,Baulkham Hills (East),19901,19947,20178,20508,20620,20659,20666,20972,21506,21965,22188,22370,22628,22941,23270,23711,24454,24615,24850,25075,25018
115011291,Baulkham Hills (West) - Bella Vista,16826,16906,17315,17777,17960,18136,18195,18578,19065,19308,19488,19688,19901,20176,20555,20853,21417,21653,21929,22063,21974
115011294,Glenhaven,5807,5660,5569,5527,5578,5643,5759,5954,5994,6009,6063,6160,6256,6325,6403,6501,6546,6541,6516,6494,6427
115011296,West Pennant Hills,13217,13130,13027,13052,13055,13024,13052,13089,13108,13108,13120,13121,13150,13168,13175,13184,13221,13210,13181,13179,13102
115011553,Castle Hill - Central,5987,6066,6188,6378,6515,6614,6909,7147,7460,7538,7556,7603,7663,7724,7774,7832,7936,7943,8002,7946,7785
115011554,Castle Hill - East,5576,5593,5614,5648,5666,5707,5747,5779,5801,5815,5824,5816,5806,5781,5770,5754,5665,5585,5682,5643,5560
115011555,Castle Hill - North,11141,11225,11295,11287,11298,11283,11341,11555,11742,11889,11958,12006,12103,12173,12242,12312,12424,12498,12545,12535,12354
115011556,Castle Hill - South,8081,7978,7943,7971,8064,8108,8168,8472,8901,9118,9233,9360,9508,9655,9793,9943,10049,10136,10431,10559,10575
115011557,Castle Hill - West,2315,2954,3594,3942,4227,4427,4831,4966,5132,5267,5313,5333,5358,5384,5410,5443,5448,5498,5528,5546,5504
115011558,Cherrybrook,19059,19158,19181,19215,19269,19317,19412,19522,19654,19690,19707,19650,19603,19588,19518,19460,19532,19430,19418,19305,18869
115011559,Kellyville,10364,12411,14042,15092,16248,17229,17843,18503,18784,18847,19187,19866,20619,21650,22821,24065,25377,26251,26952,27787,28638
115021297,Dural - Kenthurst - Wisemans Ferry,19993,19896,19913,19933,19997,20097,20115,20367,20645,20831,21062,21155,21279,21400,21522,21649,22023,22230,22372,22504,22545
115021298,Galston - Laughtondale,5182,5139,5127,5095,5055,5033,5109,5184,5248,5284,5303,5307,5317,5338,5353,5367,5377,5356,5366,5320,5239
115031299,Bilpin - Colo - St Albans,2518,2568,2588,2562,2548,2543,2538,2569,2623,2675,2716,2730,2746,2761,2777,2795,2803,2788,2805,2814,2816
115031300,Kurrajong Heights - Ebenezer,21001,21155,21265,21048,21036,21216,21378,21614,21928,22046,22113,22127,22178,22238,22341,22476,22512,22625,22696,22752,22771
115041301,Pitt Town - McGraths Hill,9034,9040,8996,8923,8865,8859,8877,8946,9037,9148,9294,9594,9901,10190,10504,10822,11089,11283,11470,11749,12029
115041302,Rouse Hill - Beaumont Hills,9497,11965,13453,14389,15368,16425,16926,17494,18043,18335,18741,19363,20020,20806,21958,23442,25156,27803,31675,36073,40333
116011303,Blacktown (East) - Kings Park,13035,13097,13167,13395,13622,13736,14238,14909,15362,16036,16284,16447,16716,16963,17225,17519,17831,17861,18054,18080,17713
116011304,Blacktown (North) - Marayong,16729,16630,16499,16408,16368,16372,16367,16532,16910,17204,17455,17636,17867,18089,18335,18627,19144,19388,19806,19787,19624
116011306,Doonside - Woodcroft,18689,18626,18406,18302,18287,18426,18856,19249,19833,20204,20410,20602,21020,21745,22556,23273,24130,24675,25037,24888,24542
116011307,Lalor Park - Kings Langley,25036,24681,24288,24184,24082,23989,23855,24040,24232,24627,24881,24983,25157,25320,25466,25646,25896,25951,26063,25954,25643
116011308,Seven Hills - Toongabbie,22318,22110,21858,21796,21811,22016,22322,22597,22817,22999,23507,23690,23902,24150,24457,24783,25417,25714,26089,26027,25871
116011560,Blacktown (South),11190,11209,11169,11186,11262,11351,11520,11768,11909,12000,12078,12098,12256,12468,12601,12752,12964,12992,12997,12970,12808
116011561,Blacktown (West),13916,14034,14038,14018,14085,14227,14386,14762,15143,15400,15645,15808,16017,16184,16387,16648,16777,16849,16987,16900,16716
116021309,Glenwood,9530,11110,12097,12946,13635,14276,14743,15166,15545,15829,15926,16098,16226,16397,16543,16668,16780,16892,16955,16887,16686
116021310,Parklea - Kellyville Ridge,4333,6131,7879,8909,9998,11498,14021,15923,18069,20828,23029,25515,28788,31413,33099,33807,34618,35430,35951,36056,36077
116021312,Riverstone - Marsden Park,11791,11653,11448,11390,11299,11276,11212,11273,11408,11578,11665,11993,12383,12839,14393,17811,21622,26589,31857,40703,48063
116021562,Acacia Gardens,1952,2347,2530,2768,3040,3284,3518,3668,3787,3824,3801,3854,3870,3901,3943,3962,3964,3961,3941,3936,3883
116021563,Quakers Hill,19430,19905,20273,20726,21048,21395,21689,22140,22456,22770,22939,23041,23160,23309,23480,23687,24085,24252,24383,24555,24502
116031313,Bidwill - Hebersham - Emerton,19819,19448,19059,18962,18811,18726,18747,18807,18896,19150,19257,19173,19116,19049,18994,18948,18958,18940,18872,18778,18683
116031314,Glendenning - Dean Park,8178,8144,8105,8136,8110,8122,8101,8150,8251,8351,8424,8459,8500,8541,8584,8645,8716,8724,8770,8713,8612
116031315,Hassall Grove - Plumpton,18107,18156,18375,18741,19013,19252,19542,19817,20014,20160,20258,20438,20634,20884,21083,21315,21535,21906,22118,22181,22054
116031316,Lethbridge Park - Tregear,15687,15455,15182,15138,15058,15043,15049,15427,15735,16085,16552,17110,17903,18867,20207,21283,22001,22440,22723,22662,22483
116031317,Mount Druitt - Whalan,17811,18031,18353,18801,19151,19517,20253,20960,21521,22080,22492,22727,22921,23077,23240,23501,23786,23875,23924,23744,23384
116031318,Prospect Reservoir,18,18,18,18,18,18,18,19,19,20,20,25,30,34,39,44,44,44,44,44,44
116031319,Rooty Hill - Minchinbury,17582,17671,17683,17948,18276,18627,18930,19389,19775,20055,20252,20591,20958,21287,21546,21876,22152,22394,22633,22730,22585
117011320,Banksmeadow,14,14,14,14,14,14,14,14,14,14,14,15,17,18,20,21,21,21,21,226,383
117011321,Botany,7857,8156,8227,8234,8236,8256,8446,8738,9019,9161,9290,9521,9776,10165,10625,11281,11707,12424,13036,13362,13594
117011322,Mascot - Eastlakes,18234,18206,18246,18160,18327,18569,18953,19570,20136,20640,21003,21368,21871,22703,23848,25605,27003,27976,28798,29676,30163
117011323,Pagewood - Hillsdale - Daceyville,10861,10782,10741,10673,10638,10614,10628,10696,10857,11094,11182,11295,11465,11582,11688,11857,12043,12191,12700,13204,13727
117011324,Port Botany Industrial,0,0,0,0,0,0,0,0,0,0,0,3,3,4,6,7,7,7,7,7,7
117011325,Sydney Airport,0,0,0,0,0,0,0,0,0,0,15,25,36,46,57,67,67,67,67,67,67
117021326,Marrickville,25823,25505,25004,24675,24553,24567,24706,25191,25562,25899,26082,26379,26752,27188,27551,27923,28266,28577,28934,29099,28959
117021327,Petersham - Stanmore,18443,18427,18346,18399,18471,18642,19033,19441,19659,19853,19943,20185,20435,20698,21005,21342,21705,22074,22320,22346,22089
117021328,Sydenham - Tempe - St Peters,6731,6824,6791,6761,6795,6892,7044,7232,7437,7633,7677,7732,7855,7979,8113,8279,8421,8494,8617,8720,8764
117031329,Darlinghurst,8504,8846,9093,9524,9827,10109,10226,10350,10509,10783,10914,11251,11640,11867,12040,12242,12514,12721,12964,13093,12853
117031330,Erskineville - Alexandria,9219,10373,11116,11654,12248,12744,13478,14055,14454,14680,14890,15204,15750,16300,16835,17270,17816,18498,19001,19322,19270
117031331,Glebe - Forest Lodge,13720,14187,14386,14967,15650,16134,16441,17109,17440,17878,17734,18118,18551,19023,19814,20830,21713,22442,23086,23366,23110
117031332,Newtown - Camperdown - Darlington,19705,19651,19977,20423,20894,21392,21933,22321,22425,22703,22909,23418,24026,24627,25487,26354,27655,28343,28389,28433,27463
117031333,Potts Point - Woolloomooloo,16548,16837,17289,18048,18389,18774,18957,19033,19348,19409,19612,20247,20763,21420,22055,22773,23697,24223,24410,24384,23897
117031334,Pyrmont - Ultimo,11390,12035,14006,15307,16166,17516,18177,19304,19931,20459,20239,20823,21416,21996,22498,23112,24151,24638,24752,24651,23264
117031335,Redfern - Chippendale,14668,14709,15018,15495,15938,16601,16798,16857,17036,17266,17899,18872,19906,21277,22756,23786,25231,26200,26906,27355,26343
117031336,Surry Hills,13909,14249,14764,15392,15765,16018,16320,16346,16509,16694,16795,16961,17103,17295,17514,17746,18063,18278,18394,18457,17894
117031337,Sydney - Haymarket - The Rocks,14393,17080,19456,20391,21326,22191,22929,23311,24092,24359,25021,25763,26710,27792,28752,29636,31001,31675,32881,33226,31499
117031338,Waterloo - Beaconsfield,11117,12746,14308,15748,16989,17491,18639,19342,20480,21724,22565,24217,25911,28526,32178,35154,37965,40220,42539,43753,43675
118011339,Bondi - Tamarama - Bronte,17670,17570,17470,17466,17508,17737,18160,18733,19095,19348,19552,19566,19587,19601,19622,19659,19974,20128,19993,19985,19464
118011340,Bondi Beach - North Bondi,19631,19708,19701,19715,19866,20150,20337,20567,20755,20942,21066,21362,21735,22072,22391,22771,23292,23644,23894,23844,23338
118011341,Bondi Junction - Waverly,15239,15245,15314,15452,15619,15860,16089,16348,16512,16693,16966,17195,17478,17724,17894,18061,18514,18598,18623,18716,18417
118011342,Centennial Park,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,3,3,3,3,3,3
118011343,Double Bay - Bellevue Hill,23687,23729,23916,23857,23846,24007,24267,24552,25090,25473,25938,26115,26244,26387,26465,26545,26859,26973,27145,27204,26772
118011344,Dover Heights,10313,10309,10293,10355,10442,10547,10693,10810,11032,11099,11114,11171,11252,11345,11429,11522,11606,11670,11712,11718,11524
118011345,Paddington - Moore Park,14368,14352,14338,14382,14337,14476,14744,14874,15021,15191,15461,15672,15840,16004,16163,16280,16579,16705,16919,16973,16636
118011346,Rose Bay - Vaucluse - Watsons Bay,11933,11999,12058,12062,12041,12168,12239,12297,12443,12496,12580,12564,12567,12565,12566,12570,12642,12656,12632,12622,12496
118011347,Woollahra,7533,7516,7474,7432,7409,7401,7406,7432,7500,7579,7675,7714,7795,7903,7987,8057,8167,8284,8376,8395,8200
118021348,Coogee - Clovelly,23908,23948,23957,23938,23915,24020,24462,24793,25053,25188,25533,25924,26281,26632,26951,27296,27779,28144,28434,28585,28323
